,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
0,0.0,0.0,0.8448275862068966,0.6666666666666666,0.32478101282482486,0.5,1.0
1,1.0,1.0,0.06896551724137928,0.3333333333333333,0.4202104324174136,0.5,1.0
2,0.0,0.0,0.5344827586206897,0.3333333333333333,0.195143529824664,0.0,0.0
3,0.0,0.0,0.46551724137931033,0.3333333333333333,0.49622347659506016,0.5,0.5
4,0.0,0.0,0.603448275862069,0.3333333333333333,0.41384189052834763,0.5,0.5
5,0.0,0.0,0.29310344827586204,0.3333333333333333,0.3985493470599417,0.0,0.0
6,0.0,0.0,0.603448275862069,0.3333333333333333,0.44112937425968435,0.5,0.5
7,0.0,0.0,0.29310344827586204,0.3333333333333333,0.576857552315634,1.0,0.5
8,0.0,1.0,0.7413793103448276,0.6666666666666666,0.4232009417545296,0.0,0.0
9,0.0,1.0,0.17241379310344823,0.3333333333333333,0.5074872409809456,1.0,0.0
10,1.0,1.0,0.12068965517241376,0.3333333333333333,0.26555211090475705,0.5,0.0
11,1.0,1.0,0.10344827586206895,0.3333333333333333,0.3354781159060001,0.5,0.0
12,1.0,1.0,0.06896551724137928,0.3333333333333333,0.2663490926107366,0.5,1.0
13,0.0,0.0,0.7241379310344829,0.6666666666666666,0.1957430940438413,0.0,0.0
14,1.0,1.0,0.17241379310344823,0.3333333333333333,0.24518886272904086,0.5,0.5
15,1.0,1.0,0.24137931034482757,0.3333333333333333,0.19228463214541627,0.0,0.0
16,0.0,0.0,0.603448275862069,0.3333333333333333,0.32799818668382497,0.5,0.0
17,0.0,0.0,0.12068965517241376,0.0,0.4445622450024128,0.5,1.0
18,1.0,1.0,0.44827586206896547,0.6666666666666666,0.8266674465876022,1.0,1.0
19,0.0,0.0,0.2241379310344827,0.0,0.3978510740973633,0.5,0.5
20,0.0,0.0,0.5172413793103448,0.3333333333333333,0.3032369156076803,0.5,0.5
21,0.0,0.0,0.44827586206896547,0.3333333333333333,0.40828495386280217,0.5,0.5
22,0.0,0.0,0.5172413793103448,0.3333333333333333,0.19731512217948907,0.0,0.0
23,0.0,0.0,0.44827586206896547,0.3333333333333333,0.3622464647646345,0.5,1.0
24,0.0,1.0,0.13793103448275862,0.3333333333333333,0.24799657809689543,0.5,1.0
25,0.0,0.0,0.3103448275862069,0.3333333333333333,0.13189316058084613,0.0,0.0
26,0.0,1.0,0.3620689655172414,0.3333333333333333,0.11856748022169253,0.0,0.0
27,1.0,1.0,0.41379310344827586,0.6666666666666666,0.4650022666452188,0.5,0.5
28,0.0,0.0,0.2758620689655172,0.3333333333333333,0.3051745316818507,0.5,0.5
29,0.0,0.0,0.7758620689655173,0.6666666666666666,0.5120059079010865,0.5,0.0
30,0.0,1.0,0.3103448275862069,0.3333333333333333,0.45264905020253565,0.5,0.5
31,0.0,0.0,0.15517241379310343,0.0,0.308186976295278,0.5,0.5
32,0.0,0.0,0.20689655172413796,0.0,0.46397862041735516,0.5,1.0
33,0.0,0.0,0.6724137931034482,0.6666666666666666,0.18927584341137418,0.0,0.0
34,1.0,1.0,0.25862068965517243,0.3333333333333333,0.4377440299489639,1.0,0.5
35,0.0,0.0,0.12068965517241376,0.0,0.2510602050217159,0.0,0.0
36,0.0,0.0,0.2241379310344827,0.0,0.39320079551935416,0.5,1.0
37,0.0,0.0,0.32758620689655166,0.3333333333333333,0.3357705862568182,0.5,0.5
38,0.0,0.0,0.32758620689655166,0.3333333333333333,0.3050611994209087,0.5,0.5
39,0.0,0.0,0.10344827586206895,0.0,0.20732491993624144,0.5,0.5
40,0.0,0.0,0.20689655172413796,0.0,0.46611365397832794,1.0,0.5
41,0.0,1.0,0.13793103448275862,0.3333333333333333,0.3476339148618809,0.5,0.0
42,0.0,0.0,0.44827586206896547,0.3333333333333333,0.35764005673924804,0.0,0.0
43,0.0,1.0,0.10344827586206895,0.3333333333333333,0.43604404603483315,0.5,0.5
44,1.0,1.0,0.6896551724137931,0.6666666666666666,0.38936212216486554,0.0,0.5
45,1.0,1.0,0.29310344827586204,0.3333333333333333,0.37492871035198805,1.0,0.5
46,0.0,0.0,0.3620689655172414,0.3333333333333333,0.38149101384847106,0.5,0.0
47,1.0,1.0,0.08620689655172414,0.3333333333333333,0.10817381512949123,0.0,0.0
48,0.0,0.0,0.3620689655172414,0.3333333333333333,0.3460947896407002,0.0,0.0
49,1.0,1.0,0.17241379310344823,0.3333333333333333,0.3180578506353918,0.5,0.0
50,0.0,0.0,0.1896551724137931,0.0,0.17803767018118535,0.0,0.0
51,0.0,0.0,0.20689655172413796,0.0,0.5277773715689572,1.0,1.0
